address,count
"UABC, CALZADA BENITO JUAREZ, MEXICALI",1934
4110 Blackstone Drive,1934
ST. CHARLES BETWEEN KOSSUTH & KAMERON ST,1929
ILLINOIS VALLEY AIRPORT,1928
PURDUE UNIV CALUMET-POWERS BUILDING 2200 169th St.,1927
Indian Gardens,1924
48935 US HWY 12,1919
2501 SUNRISE AVENUE,1915
1100 21st Street,1913
Swanquarter,1900
966 W. 32ND (HOLLAND),1898
WATER FILTRATION PLANT- 3330 Aldis St.,1891
Starkey,1889
San Pedro Parks,1889
Hells Canyon,1889
Cabinet Mountains,1889
Salt Creek,1889
San Rafael,1889
Monture,1889
Agua Tibia,1889
Mount Baldy,1889
UL Bend,1889
Wheeler Peak,1889
Bosque del Apache,1889
Capitol Reef NP,1889
Ike's Backbone,1889
Kaiser,1889
North Absaroka,1887
"3229 EAST DEAN RD, ERIE, MI",1879
"24302 4TH ST., SAN BERNARDINO, CA.",1877
"HEALTH DEPT, 301 WEST ALDER",1875
1038 ROSS AVENUE,1872
GUTHRIE - AGRICULTURAL CENTER,1871
"FRISBEE SCHOOL, GOODSOE ROAD",1848
205 WILOUGHBY BLVD,1847
LAFAYETTE CINERGY SUBSTATION/ 3401 GREENBUSH ST.,1846
2200 N. 22ND,1835
Pasayten,1832
"2323 Moorpark Road, Thousand Oaks, CA  91360",1831
Presque Isle,1831
ST JOHNS ROAD QUAKER CITY,1831
Wichita Mountains,1831
Simeonof,1831
Casco Bay,1831
PS 274  800 BUSHWICK AVE,1823
ILLINOIS BEACH STATE PARK,1822
"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",1821
 2302 HOARD ST,1819
FOOD SCIENCE BUILDING UNIV OF GA.,1815
1649 D STREET Kingsport TN  37664,1815
425 WEST MILL ROAD/ FIRE STATION #17,1810
2193 E Goodwin Rd,1809
Great River Bluffs,1807
2230 GREEN VALLEY ROAD/GREEN VALLEY ELEMENTARY SCHOOL,1807
SUNSET BLVD,1805
Trinity,1801
10th & Weller,1800
2552 JEFFERSON AVE.,1798
MARCUS HOOK ELEMENTARY SCHOOL,1794
3000 EAST 16TH AVENUE,1793
"1 HERRING CREEK RD, AQUINNAH(WAMPANOAG TRIBAL SITE)",1793
9401 1/2 Manchester Street,1789
Meadview,1783
Bank St at Meadow St (see coordinates),1781
White Mountain,1775
"Broadway& 4th St, UNCLE SAM ATRIUM, DTN.SHOPPING CENTER",1774
PEARL ST,1773
Tallgrass,1773
Fort Peck,1773
Nebraska NF,1773
Flathead,1771
"LCM/CENTER & M ST, LAKEVIEW, OR",1770
7020 12TH AVE S.,1765
4533 RAEFORD RD,1762
HOOK FIELD AIRPORT,1761
201 W. Riverside Dr.-Clarksville State Park-Falls of the Ohio State Park,1761
 HIGHWAY 70 EAST AND HIGHWAY  58 SOUTH,1760
192 BROOKSIDE TERRACE WEST,1758
"FS-590 RACQUET CLUB AVE, PALM SPRINGS",1747
PLANT CUTOFF ROAD & INDUSTRIAL PARKWAY,1742
GRANT & GROVE STREETS,1741
133 Perry Avenue [Greenville ESC],1740
5130 POINSETTIA PLACE,1735
"VISITORS CENTER, ORGAN PIPE CACTUS NM",1730
LOCATED IN A TREE FARM (Cheeka Peak),1725
"Iroquois and Azalea, CHICKASAW, MOBILE CO.,  ALABAMA",1717
22 POINT RD,1714
"5895 ENTERPRISE PARKWAY,",1703
"5234 W. 120TH ST., HAWTHORNE",1698
254 Seale Road,1694
2335 SHIELDS DR/ SOUTH BEND CAAP 2,1694
ADJ. TO 82 S. WINOOSKI AVENUE,1692
"161 NEVADA ST, PORTOLA, CA   96122",1691
Lye Brook Wilderness,1682
716 PLEASANT VALLEY ROAD,1682
485 County Hwy D,1682
STATE ARMORY - 1046 BELVOIR RD,1680
12552 Second St,1673
"Northeast  Police Station, 1900 Argonne Drive",1672
"1865 D RUMRILL BLVD, San Pablo",1672
S 18TH AND HAYES ST,1668
"420 34th Street N.E.,Washington, DC 20019",1664
ROCKVIEW LANE,1654
East Chicago- Marina/ 3301 Aldis St.,1654
"PIERRE MORAN SCH., 200 W. LUSHER AVE.",1652
"WMRC/NCORE, 3000 E. LINE ST., BISHOP, CA. 93514",1649
33174 State Park Road 100,1642
695 HILLSIDE ST Blue Hill Observatory,1638
"11270 ANDERSON SPRINGS RD., MIDDLETOWN, CA",1637
"HIGH VALLEY RD, COBB, CA",1636
"FIRE TOWER RD, POTAWATOMI SITE",1630
"150 9TH ST., EL CENTRO",1618
"3288 Hurst Road, North Pole, Alaska 99705",1618
West Jackson at Tupelo Airport,1612
"752 S. WILSON AVE., PASADENA",1610
1300 S FORT ST (MARATHON-4E),1605
"UPPER RIDGE ROAD, ROUTE #2",1602
1445-1449 15TH STREET,1600
"PS 59, 228 E. 57TH STREET, MANHATTAN",1598
"420 Gulling Street, Portola, CA 96122",1598
1015 TRINITY LANE,1596
2420 Luisa Ln,1596
"1149 NE GRANT ST HILLSBORO, OR 97124",1595
Corner of First & Elsbeth Streets,1585
320 Old Hueco Tanks Road,1578
"ROUTE 9, DELAWARE CITY",1578
837 5TH ST.,1575
Sierra Ancha,1574
36400 S. ESSEX RD.,1571
"480 ALTA RD, OTAY MESA, CA",1563
Sycamore Canyon,1563
"3351 W. 18TH ST., SCHOOL 90",1560
215 EAST THIRD ST.,1558
"POST OFFICE,350 CANAL STREET",1558
"EISENHOWER PARK,  740 MERRICK AV at OLD COUNTRY Rd",1550
"3 BLKS E BLVD BENITO JUAREZ, ROSARITO",1546
31986 475th Ave,1542
